,0
0,1062.2196044921875
1,712.05029296875
2,592.7457275390625
3,473.31451416015625
4,356.11041259765625
5,246.1051025390625
6,150.1929931640625
7,76.4712142944336
8,32.73515319824219
9,23.454883575439453
10,45.2548828125
11,83.86344146728516
12,118.90635681152344
13,135.13546752929688
14,128.69168090820312
15,105.14097595214844
16,74.21717834472656
17,45.2154426574707
18,24.331506729125977
19,13.904356002807617
20,13.013035774230957
21,18.73650360107422
22,27.474140167236328
23,35.96064376831055
24,41.852596282958984
25,43.927818298339844
26,42.01417541503906
27,36.77037048339844
28,29.406972885131836
29,21.392845153808594
30,14.166954040527344
31,8.871567726135254
32,6.135062217712402
33,5.950131416320801
34,7.696772575378418
35,10.332784652709961
36,12.714398384094238
37,13.94428539276123
38,13.617660522460938
39,11.87899398803711
40,9.288073539733887
41,6.572339057922363
42,4.373414516448975
43,3.072929859161377
44,2.734605073928833
45,3.1514506340026855
46,3.9579997062683105
47,4.760576248168945
48,5.247539043426514
49,5.2557244300842285
50,4.787819862365723
51,3.9855194091796875
52,3.069873332977295
53,2.268427610397339
54,1.7495386600494385
55,1.5781965255737305
56,1.7091783285140991
57,2.0107598304748535
58,2.3189597129821777
59,2.497528553009033
60,2.4777464866638184
61,2.2733373641967773
62,1.9623231887817383
63,1.6489449739456177
64,1.4225767850875854
65,1.329118251800537
66,1.3622276782989502
67,1.4745607376098633
68,1.6011987924575806
69,1.6840002536773682
70,1.6921594142913818
71,1.6270101070404053
72,1.5163869857788086
73,1.4016478061676025
74,1.3184974193572998
75,1.2867212295532227
76,1.3041257858276367
77,1.3508403301239014
78,1.3995046615600586
79,1.4267765283584595
80,1.4219006299972534
81,1.3887721300125122
82,1.3426215648651123
83,1.299734354019165
84,1.273996114730835
85,1.269731044769287
86,1.2806618213653564
87,1.2978419065475464
88,1.310318946838379
89,1.3112374544143677
90,1.2998943328857422
91,1.2808334827423096
92,1.2600263357162476
93,1.2447121143341064
94,1.2385005950927734
95,1.2387162446975708
96,1.243798017501831
97,1.2476983070373535
98,1.2469823360443115
99,1.2409892082214355
100,1.2314010858535767
101,1.2211782932281494
102,1.2130802869796753
103,1.2085175514221191
104,1.2071278095245361
105,1.2072056531906128
106,1.206749439239502
107,1.2047193050384521
108,1.2009263038635254
109,1.1955764293670654
110,1.1894900798797607
111,1.1842176914215088
112,1.1816836595535278
113,1.180072546005249
114,1.1784131526947021
115,1.1763368844985962
116,1.173633098602295
117,1.1702120304107666
118,1.1662553548812866
119,1.1622874736785889
120,1.1588374376296997
121,1.1561331748962402
122,1.153935432434082
123,1.1517627239227295
124,1.1492396593093872
125,1.1462681293487549
126,1.1430156230926514
127,1.1397647857666016
128,1.1367162466049194
129,1.133919596672058
130,1.1312967538833618
131,1.1287235021591187
132,1.126083254814148
133,1.123314380645752
134,1.120415210723877
135,1.117422103881836
136,1.1143767833709717
137,1.1113193035125732
138,1.1084296703338623
139,1.1058425903320312
140,1.1032979488372803
141,1.1005891561508179
142,1.0977298021316528
143,1.0948026180267334
144,1.0918993949890137
145,1.089095115661621
146,1.0864272117614746
147,1.0838284492492676
148,1.0811729431152344
149,1.0784070491790771
150,1.0755805969238281
151,1.072792649269104
152,1.0700902938842773
153,1.0674461126327515
154,1.0648146867752075
155,1.062164545059204
156,1.059484601020813
157,1.056786060333252
158,1.0540852546691895
159,1.051408290863037
160,1.0487607717514038
161,1.0461335182189941
162,1.0435051918029785
163,1.0408570766448975
164,1.038191556930542
165,1.03551185131073
166,1.0328280925750732
167,1.030144214630127
168,1.027456283569336
169,1.024766445159912
170,1.0220763683319092
171,1.0193967819213867
172,1.0167269706726074
173,1.0140604972839355
174,1.0113853216171265
175,1.0087021589279175
176,1.0060276985168457
177,1.0033775568008423
178,1.0007470846176147
179,0.9981198906898499
180,0.9954901933670044
181,0.9928675293922424
182,0.9902558326721191
183,0.9876612424850464
184,0.9850753545761108
185,0.9824898838996887
186,0.9799048900604248
187,0.9773180484771729
188,0.9747323989868164
189,0.9721513986587524
190,0.9695711135864258
191,0.9669965505599976
192,0.9644254446029663
193,0.9618585109710693
194,0.9592945575714111
195,0.9567375779151917
196,0.9541846513748169
197,0.9516338109970093
198,0.949079155921936
199,0.9465206265449524
200,0.9439569711685181
201,0.941392183303833
202,0.938829779624939
203,0.9362786412239075
204,0.9337422847747803
205,0.9312173128128052
206,0.9287034273147583
207,0.9261972904205322
208,0.9236997365951538
209,0.9212158918380737
210,0.9187453985214233
211,0.9162846207618713
212,0.913836658000946
213,0.9113969802856445
214,0.9089688062667847
215,0.9065465927124023
216,0.9041344523429871
217,0.9017258286476135
218,0.8993179798126221
219,0.8969091773033142
220,0.8944953680038452
221,0.8920820355415344
222,0.8896636366844177
223,0.8872416615486145
224,0.8848148584365845
225,0.8823802471160889
226,0.8799424171447754
227,0.8775047063827515
228,0.8750705122947693
229,0.8726388216018677
230,0.8702123165130615
231,0.8677932024002075
232,0.8653818964958191
233,0.8629772663116455
234,0.8605809211730957
235,0.8581970930099487
236,0.8558231592178345
237,0.8534606695175171
238,0.8511078357696533
239,0.8487625122070312
240,0.846426248550415
241,0.8440948724746704
242,0.8417701721191406
243,0.8394503593444824
244,0.8371337056159973
245,0.8348222970962524
246,0.8325178623199463
247,0.8302164077758789
248,0.827923059463501
249,0.8256328701972961
250,0.8233506679534912
251,0.8210735321044922
252,0.818798303604126
253,0.8165263533592224
254,0.8142498731613159
255,0.811964750289917
256,0.8096693158149719
257,0.8073627948760986
258,0.8050574064254761
259,0.8027636408805847
260,0.8004864454269409
261,0.798214316368103
262,0.7959429621696472
263,0.7936758995056152
264,0.7914281487464905
265,0.7892048358917236
266,0.7869962453842163
267,0.7847943305969238
268,0.7826061248779297
269,0.7804405689239502
270,0.778292715549469
271,0.7761548757553101
272,0.7740204334259033
273,0.7718946933746338
274,0.7697875499725342
275,0.767703652381897
276,0.765630304813385
277,0.7635596394538879
278,0.761509358882904
279,0.7594859600067139
280,0.7574781179428101
281,0.7554799914360046
282,0.7535010576248169
283,0.7515416145324707
284,0.7495959997177124
285,0.7476580142974854
286,0.7457278966903687
287,0.7438032031059265
288,0.741875410079956
289,0.7399235963821411
290,0.7379231452941895
291,0.735864520072937
292,0.7338343858718872
293,0.7318845391273499
294,0.729860246181488
295,0.7277686595916748
296,0.7257888317108154
297,0.7238255143165588
298,0.7217881679534912
299,0.7197950482368469
300,0.7178733944892883
301,0.7159108519554138
302,0.7139380574226379
303,0.7120058536529541
304,0.7100790739059448
305,0.7081326246261597
306,0.7061707377433777
307,0.7041965126991272
308,0.7021918892860413
309,0.7001444101333618
310,0.6980588436126709
311,0.6959872245788574
312,0.6939563751220703
313,0.6919316649436951
314,0.6898766160011292
315,0.6878052353858948
316,0.6857644319534302
317,0.6837519407272339
318,0.6817243695259094
319,0.6796751618385315
320,0.6776365637779236
321,0.6756258606910706
322,0.6736048460006714
323,0.6715725660324097
324,0.6695774793624878
325,0.6675925254821777
326,0.6656022071838379
327,0.6636574268341064
328,0.6617233753204346
329,0.6597996950149536
330,0.6579180955886841
331,0.6560429334640503
332,0.6541934013366699
333,0.6523744463920593
334,0.6505618095397949
335,0.6487703323364258
336,0.6469966173171997
337,0.6452233195304871
338,0.6434580087661743
339,0.6416953802108765
340,0.6399276852607727
341,0.638150691986084
342,0.6363558769226074
343,0.6345378160476685
344,0.6326858997344971
345,0.6308032870292664
346,0.6289122700691223
347,0.627039909362793
348,0.6251783967018127
349,0.6232986450195312
350,0.6213876605033875
351,0.6194080710411072
352,0.6172205209732056
353,0.6146976947784424
354,0.6125319600105286
355,0.6101148128509521
356,0.6080853343009949
357,0.6059197187423706
358,0.6037441492080688
359,0.6015466451644897
360,0.5987040996551514
361,0.5977636575698853
362,0.5964963436126709
363,0.5945963859558105
364,0.5919911861419678
365,0.5903134346008301
366,0.5890142917633057
367,0.587259829044342
368,0.5852372646331787
369,0.5832107067108154
370,0.581418514251709
371,0.5797570943832397
372,0.5777925252914429
373,0.5758180022239685
374,0.5742108225822449
375,0.5726873278617859
