,0
0,646.576416015625
1,274.9654846191406
2,124.43988800048828
3,111.40338897705078
4,26.478315353393555
5,84.15461730957031
6,87.13493347167969
7,34.24093246459961
8,28.939287185668945
9,40.04583740234375
10,32.82065200805664
11,39.44359588623047
12,48.022464752197266
13,36.066650390625
14,23.162250518798828
15,24.106287002563477
16,23.467552185058594
17,17.761686325073242
18,20.73353385925293
19,27.309677124023438
20,24.366792678833008
21,17.711702346801758
22,16.91588592529297
23,17.891557693481445
24,15.583345413208008
25,15.054363250732422
26,17.928707122802734
27,18.63224983215332
28,16.11174964904785
29,14.688526153564453
30,14.78917121887207
31,13.309915542602539
32,11.45289421081543
33,12.153692245483398
34,13.538833618164062
35,12.869393348693848
36,11.658170700073242
37,11.592928886413574
38,11.140481948852539
39,10.036901473999023
40,10.068655967712402
41,10.792973518371582
42,10.452495574951172
43,9.667057991027832
44,9.516809463500977
45,9.199828147888184
46,8.546680450439453
47,8.59249496459961
48,8.887669563293457
49,8.453883171081543
50,7.947367191314697
51,7.923282623291016
52,7.682848930358887
53,7.46211576461792
54,7.610097408294678
55,7.377580165863037
56,6.91286039352417
57,6.854825973510742
58,6.798577785491943
59,6.634157180786133
60,6.575014591217041
61,6.345749855041504
62,6.17715311050415
63,6.244138240814209
64,6.118446350097656
65,5.9650421142578125
66,5.902446269989014
67,5.784045219421387
68,5.782758712768555
69,5.706678867340088
70,5.574792385101318
71,5.57958984375
72,5.51230525970459
73,5.466845989227295
74,5.39747953414917
75,5.332952976226807
76,5.338413715362549
77,5.254969120025635
78,5.222378730773926
79,5.182733058929443
80,5.157594680786133
81,5.12215518951416
82,5.064568519592285
83,5.05644416809082
84,5.01492977142334
85,4.997522354125977
86,4.966386318206787
87,4.95943021774292
88,4.9314680099487305
89,4.916476726531982
90,4.908215522766113
91,4.894077301025391
92,4.879183769226074
93,4.867734432220459
94,4.869204521179199
95,4.85462760925293
96,4.8446574211120605
97,4.835495948791504
98,4.828932762145996
99,4.819159507751465
100,4.812241077423096
101,4.802570343017578
102,4.792561054229736
103,4.780134201049805
104,4.772188663482666
105,4.762827396392822
106,4.750901222229004
107,4.741448402404785
108,4.73260498046875
109,4.720576286315918
110,4.711520195007324
111,4.704945087432861
112,4.694300174713135
113,4.687687873840332
114,4.687774181365967
115,4.670482635498047
116,4.657740116119385
117,4.651548862457275
118,4.640532493591309
119,4.63480281829834
120,4.624366760253906
121,4.618648052215576
122,4.608767986297607
123,4.600618839263916
124,4.593880653381348
125,4.5860514640808105
126,4.581206798553467
127,4.571785926818848
128,4.5664567947387695
129,4.562858581542969
130,4.556462287902832
131,4.547189235687256
132,4.542431354522705
133,4.535183906555176
134,4.529829978942871
135,4.52419900894165
136,4.520166873931885
137,4.512742042541504
138,4.5067596435546875
139,4.504767417907715
140,4.494990825653076
141,4.487997531890869
142,4.482684135437012
143,4.47538423538208
144,4.469637870788574
145,4.46425724029541
146,4.45673942565918
147,4.452476978302002
148,4.446479797363281
149,4.441376209259033
150,4.43922758102417
151,4.432231426239014
152,4.425735950469971
153,4.429718017578125
154,4.416864395141602
155,4.4141740798950195
156,4.404783248901367
157,4.407883167266846
158,4.406890869140625
159,4.397194862365723
160,4.39525842666626
161,4.388576030731201
162,4.366820335388184
163,4.375716686248779
164,4.360578536987305
165,4.35076379776001
166,4.355678081512451
167,4.342644214630127
168,4.332163333892822
169,4.335861682891846
170,4.330354690551758
171,4.3181867599487305
172,4.312549591064453
173,4.310017108917236
174,4.308187007904053
175,4.300124168395996
176,4.294322490692139
177,4.293895244598389
178,4.29172420501709
179,4.289033889770508
180,4.281845569610596
181,4.277106285095215
182,4.273497104644775
183,4.269204616546631
184,4.265141010284424
185,4.261865615844727
186,4.260498046875
187,4.2528791427612305
188,4.257028579711914
189,4.275542736053467
190,4.253916263580322
191,4.292595386505127
192,4.227669715881348
193,4.240736484527588
194,4.219507217407227
195,4.238816261291504
196,4.205367088317871
197,4.215494632720947
198,4.206902027130127
199,4.195510387420654
200,4.203953742980957
201,4.186805248260498
202,4.183132648468018
203,4.195880889892578
204,4.167816162109375
205,4.160393238067627
206,4.156124114990234
207,4.169541835784912
208,4.134706497192383
209,4.148968696594238
210,4.137834548950195
211,4.141019344329834
212,4.182059288024902
213,4.197806358337402
214,4.215238094329834
215,4.241456031799316
216,4.192770004272461
217,4.152315616607666
218,4.157169818878174
219,4.159074783325195
220,4.187778472900391
221,4.216635704040527
222,4.290429592132568
223,4.46134090423584
224,4.629879474639893
225,4.741612434387207
226,4.718258380889893
227,4.594071865081787
228,4.3888750076293945
229,4.1641526222229
230,4.081835746765137
231,4.053506851196289
232,4.025063991546631
233,4.065367698669434
234,4.085075855255127
235,4.187662124633789
236,4.295664310455322
237,4.318859100341797
238,4.325918197631836
239,4.239562034606934
240,4.171264171600342
241,4.131645679473877
242,4.057309627532959
243,4.021695137023926
244,3.9899041652679443
245,3.9727330207824707
246,4.007925033569336
247,3.9697437286376953
248,4.01592493057251
249,3.986544370651245
250,4.04103422164917
251,4.012011528015137
252,4.073009014129639
253,3.9897689819335938
254,4.001501083374023
255,3.913891315460205
256,3.8997926712036133
257,3.9326047897338867
258,3.9547922611236572
259,4.142068862915039
260,4.412746429443359
261,5.234724998474121
262,6.840956211090088
263,10.043998718261719
264,12.48483657836914
265,8.823315620422363
266,3.9770348072052
267,6.467128276824951
268,6.8033952713012695
269,4.001755714416504
270,6.121468544006348
271,4.6406989097595215
272,4.954657077789307
273,5.151458263397217
274,4.335432052612305
275,5.244811058044434
276,4.119155406951904
277,5.051727771759033
278,4.097652435302734
279,4.784107685089111
280,4.1255879402160645
281,4.521571636199951
282,4.157594680786133
283,4.2827606201171875
284,4.212427616119385
285,4.106297969818115
286,4.213089466094971
287,3.989574432373047
288,4.141764163970947
289,3.9311351776123047
290,4.093576431274414
291,3.8989791870117188
292,3.972106695175171
293,3.941307783126831
294,3.8885605335235596
295,3.974256992340088
296,3.858912944793701
297,3.974794626235962
298,3.930436849594116
299,3.895125150680542
300,3.962770938873291
301,3.872591257095337
302,4.1313581466674805
303,3.822274684906006
304,4.03936767578125
305,3.7976796627044678
306,3.9271421432495117
307,3.8811042308807373
308,3.829406976699829
309,3.944395065307617
310,3.766963243484497
311,3.8419041633605957
312,3.7738349437713623
313,3.7582552433013916
314,3.7914040088653564
315,3.781526565551758
316,3.776505470275879
317,3.7725229263305664
318,3.810840606689453
319,3.8335704803466797
320,3.7245187759399414
321,3.808699369430542
322,3.7257485389709473
323,3.7312982082366943
324,3.765563726425171
325,3.6852128505706787
326,3.7315006256103516
327,3.6997454166412354
328,3.69124698638916
329,3.6883909702301025
330,3.686077117919922
331,3.650311231613159
332,3.7503323554992676
333,3.6664164066314697
334,3.7377569675445557
335,3.6489176750183105
336,3.699206829071045
337,3.6289987564086914
338,3.714524745941162
339,3.632946252822876
340,3.722641944885254
341,3.5954487323760986
342,3.6513588428497314
343,3.5757293701171875
344,3.637566089630127
345,3.5831637382507324
346,3.5982248783111572
347,3.5511155128479004
348,3.5632712841033936
349,3.5547213554382324
350,3.5313024520874023
351,3.5544140338897705
352,3.5659468173980713
353,3.5448756217956543
354,3.5796053409576416
355,3.706469774246216
356,3.6595969200134277
357,3.6470768451690674
358,3.602919101715088
359,3.7066445350646973
360,3.5071804523468018
361,3.584242820739746
362,3.54915714263916
363,3.4632067680358887
364,3.5027434825897217
365,3.476020336151123
366,3.4598264694213867
367,3.481511116027832
368,3.444958448410034
369,3.4288477897644043
370,3.445342540740967
371,3.531219482421875
372,3.4914140701293945
373,3.471891403198242
374,3.4072251319885254
375,3.435368299484253
376,3.421795606613159
377,3.359145402908325
378,3.4944541454315186
379,3.3965249061584473
380,3.4685628414154053
381,3.583467960357666
382,3.32851243019104
383,3.37447452545166
384,3.448836088180542
385,3.301452875137329
386,3.4273178577423096
387,3.5025525093078613
388,3.6828300952911377
389,4.592145919799805
390,5.907390117645264
391,10.34860897064209
392,16.04350471496582
393,14.845486640930176
394,5.8537116050720215
395,5.633665561676025
396,8.624894142150879
397,3.884455442428589
398,7.078042507171631
399,4.1758036613464355
400,6.188466548919678
401,4.393381118774414
402,5.682844161987305
403,4.193370819091797
404,5.456054210662842
405,3.9774065017700195
406,5.260780334472656
407,3.800225019454956
408,4.972401142120361
409,3.7835450172424316
410,4.564106464385986
411,3.8736939430236816
412,4.1166534423828125
413,3.989922285079956
414,3.8390138149261475
415,3.99591326713562
416,3.6879007816314697
417,3.895975112915039
418,3.7025797367095947
419,3.8034276962280273
420,3.6970434188842773
421,3.711433172225952
422,3.662890911102295
423,3.6878483295440674
424,3.5740461349487305
425,3.763709545135498
426,3.468158006668091
427,3.720898151397705
428,3.4573121070861816
429,3.6696486473083496
430,3.4598000049591064
431,3.644620418548584
432,3.4813356399536133
433,3.568073272705078
434,3.517350673675537
435,3.454572916030884
436,3.6012868881225586
437,3.431777238845825
438,3.434088706970215
439,3.451029062271118
440,3.396008014678955
441,3.45412015914917
442,3.331352710723877
443,3.4891467094421387
444,3.3237109184265137
445,3.3723692893981934
446,3.342400074005127
447,3.319917678833008
448,3.296915292739868
449,3.294907331466675
450,3.3181493282318115
451,3.2963695526123047
452,3.4356179237365723
453,3.2243146896362305
454,3.364387273788452
455,3.183664321899414
456,3.438929319381714
457,3.154998302459717
458,3.393294334411621
459,3.16218900680542
460,3.2781007289886475
461,3.1334543228149414
462,3.241976737976074
463,3.1203596591949463
464,3.3178391456604004
465,3.156160593032837
466,3.191237688064575
467,3.3847100734710693
468,3.157632827758789
469,3.360422134399414
470,3.178173303604126
471,3.2363626956939697
472,3.1076154708862305
473,3.2106893062591553
474,3.038526773452759
475,3.188441514968872
476,3.018817663192749
477,3.1414706707000732
478,3.041027069091797
479,3.028578519821167
480,3.0785131454467773
481,2.9715569019317627
482,3.075430393218994
483,2.9992623329162598
484,2.9813852310180664
485,3.0294101238250732
486,3.0122368335723877
487,3.1963980197906494
488,3.0169029235839844
489,2.9803571701049805
490,3.07997727394104
491,2.991276741027832
492,2.9071645736694336
493,2.9892499446868896
494,2.908629894256592
495,2.895315647125244
496,2.9498062133789062
497,2.882539749145508
498,2.868598222732544
499,2.8773791790008545
500,2.8261477947235107
501,2.861078977584839
502,2.862259864807129
503,2.8021411895751953
504,2.776468276977539
505,2.7978715896606445
506,2.776491403579712
507,2.748340129852295
508,2.7473504543304443
509,2.7366631031036377
510,2.7249481678009033
511,2.720606803894043
512,2.8273794651031494
513,3.1412386894226074
514,3.062314748764038
515,2.949154853820801
516,2.7523677349090576
517,2.754387140274048
518,2.9900078773498535
519,2.9291746616363525
520,2.762259006500244
521,2.6594886779785156
522,2.9362475872039795
523,2.8834095001220703
524,2.7662339210510254
525,2.706219434738159
526,2.810980796813965
527,2.7259700298309326
528,3.316701889038086
529,3.5242748260498047
530,3.908858060836792
531,4.49697208404541
532,4.590182781219482
533,4.097151279449463
534,2.7927539348602295
535,2.966106414794922
536,4.0992960929870605
537,4.9755659103393555
538,4.507186412811279
539,2.9337732791900635
540,2.674349308013916
541,3.6245081424713135
542,3.4659132957458496
543,2.5860960483551025
544,2.9831230640411377
545,3.677586555480957
546,2.7677948474884033
547,2.693763494491577
548,3.0170624256134033
549,2.633460283279419
550,2.6359024047851562
551,2.7458739280700684
552,2.541376829147339
553,2.5766053199768066
554,2.6498324871063232
555,2.5384278297424316
556,2.506133556365967
557,2.5830910205841064
558,2.508662223815918
559,2.4578189849853516
560,2.470773935317993
561,2.447619676589966
562,2.5040459632873535
563,2.4289400577545166
564,2.395620822906494
565,2.421360969543457
566,2.3800227642059326
567,2.376861810684204
568,2.3857765197753906
569,2.3477344512939453
570,2.3597681522369385
571,2.3544209003448486
572,2.31526780128479
573,2.3171885013580322
574,2.3011364936828613
575,2.276712417602539
576,2.3565869331359863
577,2.3003697395324707
578,2.2779245376586914
579,2.3743205070495605
580,2.2514431476593018
581,2.2292709350585938
582,2.302448272705078
583,2.2424914836883545
584,2.1828439235687256
585,3.113189220428467
586,4.091368675231934
587,3.97117280960083
588,6.262243747711182
